,Mean_Appropriateness_Score
Cond_SA/StudySeq553,36.42857142857143
Cond_SA/StudySeq554,32.666666666666664
Cond_SA/StudySeq555,44.96153846153846
Cond_SA/StudySeq556,32.214285714285715
Cond_SA/StudySeq557,25.615384615384617
Cond_SA/StudySeq558,36.774193548387096
Cond_SA/StudySeq559,29.25
Cond_SA/StudySeq560,33.0
Cond_SA/StudySeq561,47.85714285714285
Cond_SA/StudySeq562,43.61538461538461
Cond_SA/StudySeq563,37.67857142857143
Cond_SA/StudySeq564,55.52
Cond_SA/StudySeq565,25.59090909090909
Cond_SA/StudySeq566,49.03333333333333
Cond_SA/StudySeq567,46.25
Cond_SA/StudySeq568,37.23076923076923
Cond_SA/StudySeq569,30.25
Cond_SA/StudySeq570,34.12
Cond_SA/StudySeq571,48.52173913043478
Cond_SA/StudySeq572,46.21739130434783
Cond_SA/StudySeq573,36.25
Cond_SA/StudySeq574,38.96153846153846
Cond_SA/StudySeq575,30.8
Cond_SA/StudySeq576,36.5925925925926
Cond_SA/StudySeq577,41.48
Cond_SA/StudySeq578,40.79166666666666
Cond_SA/StudySeq579,41.42307692307692
Cond_SA/StudySeq580,31.925925925925927
Cond_SA/StudySeq581,28.37037037037037
Cond_SA/StudySeq582,29.074074074074076
Cond_SA/StudySeq583,33.0
Cond_SA/StudySeq584,16.4
Cond_SA/StudySeq585,20.464285714285715
Cond_SA/StudySeq586,36.833333333333336
Cond_SA/StudySeq587,42.72727272727273
Cond_SA/StudySeq588,38.42307692307692
Cond_SA/StudySeq589,36.75
Cond_SA/StudySeq590,33.03703703703704
Cond_SA/StudySeq591,47.78260869565217
Cond_SA/StudySeq592,27.43478260869565
Cond_SA/StudySeq593,36.42857142857143
Cond_SA/StudySeq594,32.666666666666664
Cond_SA/StudySeq595,44.96153846153846
Cond_SA/StudySeq596,32.214285714285715
Cond_SA/StudySeq597,25.615384615384617
Cond_SA/StudySeq598,36.774193548387096
Cond_SA/StudySeq599,29.25
Cond_SA/StudySeq600,33.0
Cond_SA/StudySeq601,47.85714285714285
Cond_SA/StudySeq602,43.61538461538461
Cond_SA/StudySeq603,37.67857142857143
Cond_SA/StudySeq604,55.52
Cond_SA/StudySeq605,25.59090909090909
Cond_SA/StudySeq606,49.03333333333333
Cond_SA/StudySeq607,46.25
Cond_SA/StudySeq608,37.23076923076923
Cond_SA/StudySeq609,30.25
Cond_SA/StudySeq610,34.12
Cond_SA/StudySeq611,48.52173913043478
Cond_SA/StudySeq612,46.21739130434783
Cond_SA/StudySeq613,36.25
Cond_SA/StudySeq614,38.96153846153846
Cond_SA/StudySeq615,30.8
Cond_SA/StudySeq616,36.5925925925926
Cond_SA/StudySeq617,41.48
Cond_SA/StudySeq618,40.79166666666666
Cond_SA/StudySeq619,41.42307692307692
Cond_SA/StudySeq620,31.925925925925927
Cond_SA/StudySeq621,28.37037037037037
Cond_SA/StudySeq622,29.074074074074076
Cond_SA/StudySeq623,33.0
Cond_SA/StudySeq624,16.4
Cond_SA/StudySeq625,20.464285714285715
Cond_SA/StudySeq626,36.833333333333336
Cond_SA/StudySeq627,42.72727272727273
Cond_SA/StudySeq628,38.42307692307692
Cond_SA/StudySeq629,36.75
Cond_SA/StudySeq630,33.03703703703704
Cond_SA/StudySeq631,47.78260869565217
Cond_SA/StudySeq632,27.43478260869565
Cond_SA/StudySeq633,36.42857142857143
Cond_SA/StudySeq634,32.666666666666664
Cond_SA/StudySeq635,44.96153846153846
Cond_SA/StudySeq636,32.214285714285715
Cond_SA/StudySeq637,25.615384615384617
Cond_SA/StudySeq638,36.774193548387096
Cond_SA/StudySeq639,29.25
Cond_SA/StudySeq640,33.0
Cond_SA/StudySeq641,47.85714285714285
Cond_SA/StudySeq642,43.61538461538461
Cond_SA/StudySeq643,37.67857142857143
Cond_SA/StudySeq644,55.52
Cond_SA/StudySeq645,25.59090909090909
Cond_SA/StudySeq646,49.03333333333333
Cond_SA/StudySeq647,46.25
Cond_SA/StudySeq648,37.23076923076923
Cond_SA/StudySeq649,30.25
Cond_SA/StudySeq650,34.12
Cond_SA/StudySeq651,48.52173913043478
Cond_SA/StudySeq652,46.21739130434783
Cond_SA/StudySeq653,36.25
Cond_SA/StudySeq654,38.96153846153846
Cond_SA/StudySeq655,30.8
Cond_SA/StudySeq656,36.5925925925926
Cond_SA/StudySeq657,41.48
Cond_SA/StudySeq658,40.79166666666666
Cond_SA/StudySeq659,41.42307692307692
Cond_SA/StudySeq660,31.925925925925927
Cond_SA/StudySeq661,28.37037037037037
Cond_SA/StudySeq662,29.074074074074076
Cond_SA/StudySeq663,33.0
Cond_SA/StudySeq664,16.4
Cond_SA/StudySeq665,20.464285714285715
Cond_SA/StudySeq666,36.833333333333336
Cond_SA/StudySeq667,42.72727272727273
Cond_SA/StudySeq668,38.42307692307692
Cond_SA/StudySeq669,36.75
Cond_SA/StudySeq670,33.03703703703704
Cond_SA/StudySeq671,47.78260869565217
Cond_SA/StudySeq672,27.43478260869565
Cond_SA/StudySeq673,36.42857142857143
Cond_SA/StudySeq674,32.666666666666664
Cond_SA/StudySeq675,44.96153846153846
Cond_SA/StudySeq676,32.214285714285715
Cond_SA/StudySeq677,25.615384615384617
Cond_SA/StudySeq678,36.774193548387096
Cond_SA/StudySeq679,29.25
Cond_SA/StudySeq680,33.0
Cond_SA/StudySeq681,47.85714285714285
Cond_SA/StudySeq682,43.61538461538461
Cond_SA/StudySeq683,37.67857142857143
Cond_SA/StudySeq684,55.52
Cond_SA/StudySeq685,25.59090909090909
Cond_SA/StudySeq686,49.03333333333333
Cond_SA/StudySeq687,46.25
Cond_SA/StudySeq688,37.23076923076923
Cond_SA/StudySeq689,30.25
Cond_SA/StudySeq690,34.12
Cond_SA/StudySeq691,48.52173913043478
Cond_SA/StudySeq692,46.21739130434783
Cond_SA/StudySeq693,36.25
Cond_SA/StudySeq694,38.96153846153846
Cond_SA/StudySeq695,30.8
Cond_SA/StudySeq696,36.5925925925926
Cond_SA/StudySeq697,41.48
Cond_SA/StudySeq698,40.79166666666666
Cond_SA/StudySeq699,41.42307692307692
Cond_SA/StudySeq700,31.925925925925927
Cond_SA/StudySeq701,28.37037037037037
Cond_SA/StudySeq702,29.074074074074076
Cond_SA/StudySeq703,33.0
Cond_SA/StudySeq704,16.4
Cond_SA/StudySeq705,20.464285714285715
Cond_SA/StudySeq706,36.833333333333336
Cond_SA/StudySeq707,42.72727272727273
Cond_SA/StudySeq708,38.42307692307692
Cond_SA/StudySeq709,36.75
Cond_SA/StudySeq710,33.03703703703704
Cond_SA/StudySeq711,47.78260869565217
Cond_SA/StudySeq712,27.43478260869565
Cond_SA/StudySeq713,36.42857142857143
Cond_SA/StudySeq714,32.666666666666664
Cond_SA/StudySeq715,44.96153846153846
Cond_SA/StudySeq716,32.214285714285715
Cond_SA/StudySeq717,25.615384615384617
Cond_SA/StudySeq718,36.774193548387096
Cond_SA/StudySeq719,29.25
Cond_SA/StudySeq720,33.0
Cond_SA/StudySeq721,47.85714285714285
Cond_SA/StudySeq722,43.61538461538461
Cond_SA/StudySeq723,37.67857142857143
Cond_SA/StudySeq724,55.52
Cond_SA/StudySeq725,25.59090909090909
Cond_SA/StudySeq726,49.03333333333333
Cond_SA/StudySeq727,46.25
Cond_SA/StudySeq728,37.23076923076923
Cond_SA/StudySeq729,30.25
Cond_SA/StudySeq730,34.12
Cond_SA/StudySeq731,48.52173913043478
Cond_SA/StudySeq732,46.21739130434783
Cond_SA/StudySeq733,36.25
Cond_SA/StudySeq734,38.96153846153846
Cond_SA/StudySeq735,30.8
Cond_SA/StudySeq736,36.5925925925926
Cond_SA/StudySeq737,41.48
Cond_SA/StudySeq738,40.79166666666666
Cond_SA/StudySeq739,41.42307692307692
Cond_SA/StudySeq740,31.925925925925927
Cond_SA/StudySeq741,28.37037037037037
Cond_SA/StudySeq742,29.074074074074076
Cond_SA/StudySeq743,33.0
Cond_SA/StudySeq744,16.4
Cond_SA/StudySeq745,20.464285714285715
Cond_SA/StudySeq746,36.833333333333336
Cond_SA/StudySeq747,42.72727272727273
Cond_SA/StudySeq748,38.42307692307692
Cond_SA/StudySeq749,36.75
Cond_SA/StudySeq750,33.03703703703704
Cond_SA/StudySeq751,47.78260869565217
Cond_SA/StudySeq752,27.43478260869565
Cond_SA/StudySeq753,36.42857142857143
Cond_SA/StudySeq754,32.666666666666664
Cond_SA/StudySeq755,44.96153846153846
Cond_SA/StudySeq756,32.214285714285715
Cond_SA/StudySeq757,25.615384615384617
Cond_SA/StudySeq758,36.774193548387096
Cond_SA/StudySeq759,29.25
Cond_SA/StudySeq760,33.0
Cond_SA/StudySeq761,47.85714285714285
Cond_SA/StudySeq762,43.61538461538461
Cond_SA/StudySeq763,37.67857142857143
Cond_SA/StudySeq764,55.52
Cond_SA/StudySeq765,25.59090909090909
Cond_SA/StudySeq766,49.03333333333333
Cond_SA/StudySeq767,46.25
Cond_SA/StudySeq768,37.23076923076923
Cond_SA/StudySeq769,30.25
Cond_SA/StudySeq770,34.12
Cond_SA/StudySeq771,48.52173913043478
Cond_SA/StudySeq772,46.21739130434783
Cond_SA/StudySeq773,36.25
Cond_SA/StudySeq774,38.96153846153846
Cond_SA/StudySeq775,30.8
Cond_SA/StudySeq776,36.5925925925926
Cond_SA/StudySeq777,41.48
Cond_SA/StudySeq778,40.79166666666666
Cond_SA/StudySeq779,41.42307692307692
Cond_SA/StudySeq780,31.925925925925927
Cond_SA/StudySeq781,28.37037037037037
Cond_SA/StudySeq782,29.074074074074076
Cond_SA/StudySeq783,33.0
Cond_SA/StudySeq784,16.4
Cond_SA/StudySeq785,20.464285714285715
Cond_SA/StudySeq786,36.833333333333336
Cond_SA/StudySeq787,42.72727272727273
Cond_SA/StudySeq788,38.42307692307692
Cond_SA/StudySeq789,36.75
Cond_SA/StudySeq790,33.03703703703704
Cond_SA/StudySeq791,47.78260869565217
Cond_SA/StudySeq792,27.43478260869565
Cond_SA/StudySeq793,36.42857142857143
Cond_SA/StudySeq794,32.666666666666664
Cond_SA/StudySeq795,44.96153846153846
Cond_SA/StudySeq796,32.214285714285715
Cond_SA/StudySeq797,25.615384615384617
Cond_SA/StudySeq798,36.774193548387096
Cond_SA/StudySeq799,29.25
Cond_SA/StudySeq800,33.0
Cond_SB/StudySeq1,52.869565217391305
Cond_SB/StudySeq2,45.77777777777778
Cond_SB/StudySeq3,36.0
Cond_SB/StudySeq4,61.5
Cond_SB/StudySeq5,38.793103448275865
Cond_SB/StudySeq6,35.083333333333336
Cond_SB/StudySeq7,52.88
Cond_SB/StudySeq8,56.785714285714285
Cond_SB/StudySeq9,54.53846153846154
Cond_SB/StudySeq10,44.23076923076923
Cond_SB/StudySeq11,51.5925925925926
Cond_SB/StudySeq12,39.19230769230769
Cond_SB/StudySeq13,47.82608695652174
Cond_SB/StudySeq14,52.30769230769231
Cond_SB/StudySeq15,52.73076923076923
Cond_SB/StudySeq16,37.869565217391305
Cond_SB/StudySeq17,54.95238095238095
Cond_SB/StudySeq18,38.38095238095238
Cond_SB/StudySeq19,32.44827586206897
Cond_SB/StudySeq20,38.32
Cond_SB/StudySeq21,46.96
Cond_SB/StudySeq22,42.57692307692308
Cond_SB/StudySeq23,41.57692307692308
Cond_SB/StudySeq24,36.851851851851855
Cond_SB/StudySeq25,43.75
Cond_SB/StudySeq26,42.392857142857146
Cond_SB/StudySeq27,30.0
Cond_SB/StudySeq28,42.88
Cond_SB/StudySeq29,46.36666666666667
Cond_SB/StudySeq30,41.142857142857146
Cond_SB/StudySeq31,41.36
Cond_SB/StudySeq32,51.958333333333336
Cond_SB/StudySeq33,49.875
Cond_SB/StudySeq34,27.791666666666668
Cond_SB/StudySeq35,33.0
Cond_SB/StudySeq36,46.375
Cond_SB/StudySeq37,40.16
Cond_SB/StudySeq38,37.46153846153846
Cond_SB/StudySeq39,27.681818181818183
Cond_SB/StudySeq40,34.09090909090909
Cond_SB/StudySeq41,52.869565217391305
Cond_SB/StudySeq42,45.77777777777778
Cond_SB/StudySeq43,36.0
Cond_SB/StudySeq44,61.5
Cond_SB/StudySeq45,38.793103448275865
Cond_SB/StudySeq46,35.083333333333336
Cond_SB/StudySeq47,52.88
Cond_SB/StudySeq48,56.785714285714285
Cond_SB/StudySeq49,54.53846153846154
Cond_SB/StudySeq50,44.23076923076923
Cond_SB/StudySeq51,51.5925925925926
Cond_SB/StudySeq52,39.19230769230769
Cond_SB/StudySeq53,47.82608695652174
Cond_SB/StudySeq54,52.30769230769231
Cond_SB/StudySeq55,52.73076923076923
Cond_SB/StudySeq56,37.869565217391305
Cond_SB/StudySeq57,54.95238095238095
Cond_SB/StudySeq58,38.38095238095238
Cond_SB/StudySeq59,32.44827586206897
Cond_SB/StudySeq60,38.32
Cond_SB/StudySeq61,46.96
Cond_SB/StudySeq62,42.57692307692308
Cond_SB/StudySeq63,41.57692307692308
Cond_SB/StudySeq64,36.851851851851855
Cond_SB/StudySeq65,43.75
Cond_SB/StudySeq66,42.392857142857146
Cond_SB/StudySeq67,30.0
Cond_SB/StudySeq68,42.88
Cond_SB/StudySeq69,46.36666666666667
Cond_SB/StudySeq70,41.142857142857146
Cond_SB/StudySeq71,41.36
Cond_SB/StudySeq72,51.958333333333336
Cond_SB/StudySeq73,49.875
Cond_SB/StudySeq74,27.791666666666668
Cond_SB/StudySeq75,33.0
Cond_SB/StudySeq76,46.375
Cond_SB/StudySeq77,40.16
Cond_SB/StudySeq78,37.46153846153846
Cond_SB/StudySeq79,27.681818181818183
Cond_SB/StudySeq80,34.09090909090909
Cond_SB/StudySeq81,52.869565217391305
Cond_SB/StudySeq82,45.77777777777778
Cond_SB/StudySeq83,36.0
Cond_SB/StudySeq84,61.5
Cond_SB/StudySeq85,38.793103448275865
Cond_SB/StudySeq86,35.083333333333336
Cond_SB/StudySeq87,52.88
Cond_SB/StudySeq88,56.785714285714285
Cond_SB/StudySeq89,54.53846153846154
Cond_SB/StudySeq90,44.23076923076923
Cond_SB/StudySeq91,51.5925925925926
Cond_SB/StudySeq92,39.19230769230769
Cond_SB/StudySeq93,47.82608695652174
Cond_SB/StudySeq94,52.30769230769231
Cond_SB/StudySeq95,52.73076923076923
Cond_SB/StudySeq96,37.869565217391305
Cond_SB/StudySeq97,54.95238095238095
Cond_SB/StudySeq98,38.38095238095238
Cond_SB/StudySeq99,32.44827586206897
Cond_SB/StudySeq100,38.32
Cond_SB/StudySeq101,46.96
Cond_SB/StudySeq102,42.57692307692308
Cond_SB/StudySeq103,41.57692307692308
Cond_SB/StudySeq104,36.851851851851855
Cond_SB/StudySeq105,43.75
Cond_SB/StudySeq106,42.392857142857146
Cond_SB/StudySeq107,30.0
Cond_SB/StudySeq108,42.88
Cond_SB/StudySeq109,46.36666666666667
Cond_SB/StudySeq110,41.142857142857146
Cond_SB/StudySeq111,41.36
Cond_SB/StudySeq112,51.958333333333336
Cond_SB/StudySeq113,49.875
Cond_SB/StudySeq114,27.791666666666668
Cond_SB/StudySeq115,33.0
Cond_SB/StudySeq116,46.375
Cond_SB/StudySeq117,40.16
Cond_SB/StudySeq118,37.46153846153846
Cond_SB/StudySeq119,27.681818181818183
Cond_SB/StudySeq120,34.09090909090909
Cond_SB/StudySeq121,52.869565217391305
Cond_SB/StudySeq122,45.77777777777778
Cond_SB/StudySeq123,36.0
Cond_SB/StudySeq124,61.5
Cond_SB/StudySeq125,38.793103448275865
Cond_SB/StudySeq126,35.083333333333336
Cond_SB/StudySeq127,52.88
Cond_SB/StudySeq128,56.785714285714285
Cond_SB/StudySeq129,54.53846153846154
Cond_SB/StudySeq130,44.23076923076923
Cond_SB/StudySeq131,51.5925925925926
Cond_SB/StudySeq132,39.19230769230769
Cond_SB/StudySeq133,47.82608695652174
Cond_SB/StudySeq134,52.30769230769231
Cond_SB/StudySeq135,52.73076923076923
Cond_SB/StudySeq136,37.869565217391305
Cond_SB/StudySeq137,54.95238095238095
Cond_SB/StudySeq138,38.38095238095238
Cond_SB/StudySeq139,32.44827586206897
Cond_SB/StudySeq140,38.32
Cond_SB/StudySeq141,46.96
Cond_SB/StudySeq142,42.57692307692308
Cond_SB/StudySeq143,41.57692307692308
Cond_SB/StudySeq144,36.851851851851855
Cond_SB/StudySeq145,43.75
Cond_SB/StudySeq146,42.392857142857146
Cond_SB/StudySeq147,30.0
Cond_SB/StudySeq148,42.88
Cond_SB/StudySeq149,46.36666666666667
Cond_SB/StudySeq150,41.142857142857146
Cond_SB/StudySeq151,41.36
Cond_SB/StudySeq152,51.958333333333336
Cond_SB/StudySeq153,49.875
Cond_SB/StudySeq154,27.791666666666668
Cond_SB/StudySeq155,33.0
Cond_SB/StudySeq156,46.375
Cond_SB/StudySeq157,40.16
Cond_SB/StudySeq158,37.46153846153846
Cond_SB/StudySeq159,27.681818181818183
Cond_SB/StudySeq160,34.09090909090909
Cond_SB/StudySeq161,52.869565217391305
Cond_SB/StudySeq162,45.77777777777778
Cond_SB/StudySeq163,36.0
Cond_SB/StudySeq164,61.5
Cond_SB/StudySeq165,38.793103448275865
Cond_SB/StudySeq166,35.083333333333336
Cond_SB/StudySeq167,52.88
Cond_SB/StudySeq168,56.785714285714285
Cond_SB/StudySeq169,54.53846153846154
Cond_SB/StudySeq170,44.23076923076923
Cond_SB/StudySeq171,51.5925925925926
Cond_SB/StudySeq172,39.19230769230769
Cond_SB/StudySeq173,47.82608695652174
Cond_SB/StudySeq174,52.30769230769231
Cond_SB/StudySeq175,52.73076923076923
Cond_SB/StudySeq176,37.869565217391305
Cond_SB/StudySeq177,54.95238095238095
Cond_SB/StudySeq178,38.38095238095238
Cond_SB/StudySeq179,32.44827586206897
Cond_SB/StudySeq180,38.32
Cond_SB/StudySeq181,46.96
Cond_SB/StudySeq182,42.57692307692308
Cond_SB/StudySeq183,41.57692307692308
Cond_SB/StudySeq184,36.851851851851855
Cond_SB/StudySeq185,43.75
Cond_SB/StudySeq186,42.392857142857146
Cond_SB/StudySeq187,30.0
Cond_SB/StudySeq188,42.88
Cond_SB/StudySeq189,46.36666666666667
Cond_SB/StudySeq190,41.142857142857146
Cond_SB/StudySeq191,41.36
Cond_SB/StudySeq192,51.958333333333336
Cond_SB/StudySeq193,49.875
Cond_SB/StudySeq194,27.791666666666668
Cond_SB/StudySeq195,33.0
Cond_SB/StudySeq196,46.375
Cond_SB/StudySeq197,40.16
Cond_SB/StudySeq198,37.46153846153846
Cond_SB/StudySeq199,27.681818181818183
Cond_SB/StudySeq200,34.09090909090909
Cond_SB/StudySeq201,52.869565217391305
Cond_SB/StudySeq202,45.77777777777778
Cond_SB/StudySeq203,36.0
Cond_SB/StudySeq204,61.5
Cond_SB/StudySeq205,38.793103448275865
Cond_SB/StudySeq206,35.083333333333336
Cond_SB/StudySeq207,52.88
Cond_SB/StudySeq208,56.785714285714285
Cond_SB/StudySeq209,54.53846153846154
Cond_SB/StudySeq210,44.23076923076923
Cond_SB/StudySeq211,51.5925925925926
Cond_SB/StudySeq212,39.19230769230769
Cond_SB/StudySeq213,47.82608695652174
Cond_SB/StudySeq214,52.30769230769231
Cond_SB/StudySeq215,52.73076923076923
Cond_SB/StudySeq216,37.869565217391305
Cond_SB/StudySeq217,54.95238095238095
Cond_SB/StudySeq218,38.38095238095238
Cond_SB/StudySeq219,32.44827586206897
Cond_SB/StudySeq220,38.32
Cond_SB/StudySeq221,46.96
Cond_SB/StudySeq222,42.57692307692308
Cond_SB/StudySeq223,41.57692307692308
Cond_SB/StudySeq224,36.851851851851855
Cond_SB/StudySeq225,43.75
Cond_SB/StudySeq226,42.392857142857146
Cond_SB/StudySeq227,30.0
Cond_SB/StudySeq228,42.88
Cond_SB/StudySeq229,46.36666666666667
Cond_SB/StudySeq230,41.142857142857146
Cond_SB/StudySeq231,41.36
Cond_SB/StudySeq232,51.958333333333336
Cond_SB/StudySeq233,49.875
Cond_SB/StudySeq234,27.791666666666668
Cond_SB/StudySeq235,33.0
Cond_SB/StudySeq236,46.375
Cond_SB/StudySeq237,40.16
Cond_SB/StudySeq238,37.46153846153846
Cond_SB/StudySeq239,27.681818181818183
Cond_SB/StudySeq240,34.09090909090909
Cond_SB/StudySeq241,52.869565217391305
Cond_SB/StudySeq242,45.77777777777778
Cond_SB/StudySeq243,36.0
Cond_SB/StudySeq244,61.5
Cond_SB/StudySeq245,38.793103448275865
Cond_SB/StudySeq246,35.083333333333336
Cond_SB/StudySeq247,52.88
Cond_SB/StudySeq248,56.785714285714285
Cond_SB/StudySeq249,54.53846153846154
Cond_SB/StudySeq250,44.23076923076923
Cond_SB/StudySeq251,51.5925925925926
Cond_SB/StudySeq252,39.19230769230769
Cond_SB/StudySeq253,47.82608695652174
Cond_SB/StudySeq254,52.30769230769231
Cond_SB/StudySeq255,52.73076923076923
Cond_SB/StudySeq256,37.869565217391305
Cond_SB/StudySeq257,54.95238095238095
Cond_SB/StudySeq258,38.38095238095238
Cond_SB/StudySeq259,32.44827586206897
Cond_SB/StudySeq260,38.32
Cond_SB/StudySeq261,46.96
Cond_SB/StudySeq262,42.57692307692308
Cond_SB/StudySeq263,41.57692307692308
Cond_SB/StudySeq264,36.851851851851855
Cond_SB/StudySeq265,43.75
Cond_SB/StudySeq266,42.392857142857146
Cond_SB/StudySeq267,30.0
Cond_SB/StudySeq268,42.88
Cond_SB/StudySeq269,46.36666666666667
Cond_SB/StudySeq270,41.142857142857146
Cond_SB/StudySeq271,41.36
Cond_SB/StudySeq272,51.958333333333336
Cond_SB/StudySeq273,49.875
Cond_SB/StudySeq274,27.791666666666668
Cond_SB/StudySeq275,33.0
Cond_SB/StudySeq276,46.375
Cond_SB/StudySeq277,40.16
Cond_SB/StudySeq278,37.46153846153846
Cond_SB/StudySeq279,27.681818181818183
Cond_SB/StudySeq280,34.09090909090909
Cond_SB/StudySeq281,52.869565217391305
Cond_SB/StudySeq282,45.77777777777778
Cond_SB/StudySeq283,36.0
Cond_SB/StudySeq284,61.5
Cond_SB/StudySeq285,38.793103448275865
Cond_SB/StudySeq286,35.083333333333336
Cond_SB/StudySeq287,52.88
Cond_SB/StudySeq288,56.785714285714285
Cond_SB/StudySeq289,54.53846153846154
Cond_SB/StudySeq290,44.23076923076923
Cond_SB/StudySeq291,51.5925925925926
Cond_SB/StudySeq292,39.19230769230769
Cond_SB/StudySeq293,47.82608695652174
Cond_SB/StudySeq294,52.30769230769231
Cond_SB/StudySeq295,52.73076923076923
Cond_SB/StudySeq296,37.869565217391305
Cond_SB/StudySeq297,54.95238095238095
Cond_SB/StudySeq298,38.38095238095238
Cond_SB/StudySeq299,32.44827586206897
Cond_SB/StudySeq300,38.32
Cond_SB/StudySeq301,46.96
Cond_SB/StudySeq302,42.57692307692308
Cond_SB/StudySeq303,41.57692307692308
Cond_SB/StudySeq304,36.851851851851855
Cond_SB/StudySeq305,43.75
Cond_SB/StudySeq306,42.392857142857146
Cond_SB/StudySeq307,30.0
Cond_SB/StudySeq308,42.88
Cond_SB/StudySeq309,46.36666666666667
Cond_SB/StudySeq310,41.142857142857146
Cond_SB/StudySeq311,41.36
Cond_SB/StudySeq312,51.958333333333336
Cond_SB/StudySeq313,49.875
Cond_SB/StudySeq314,27.791666666666668
Cond_SB/StudySeq315,33.0
Cond_SB/StudySeq316,46.375
Cond_SB/StudySeq317,40.16
Cond_SB/StudySeq318,37.46153846153846
Cond_SB/StudySeq319,27.681818181818183
Cond_SB/StudySeq320,34.09090909090909
Cond_SB/StudySeq321,52.869565217391305
Cond_SB/StudySeq322,45.77777777777778
Cond_SB/StudySeq323,36.0
Cond_SB/StudySeq324,61.5
Cond_SB/StudySeq325,38.793103448275865
Cond_SB/StudySeq326,35.083333333333336
Cond_SB/StudySeq327,52.88
Cond_SB/StudySeq328,56.785714285714285
Cond_SB/StudySeq329,54.53846153846154
Cond_SB/StudySeq330,44.23076923076923
Cond_SB/StudySeq331,51.5925925925926
Cond_SB/StudySeq332,39.19230769230769
Cond_SB/StudySeq333,47.82608695652174
Cond_SB/StudySeq334,52.30769230769231
Cond_SB/StudySeq335,52.73076923076923
Cond_SB/StudySeq336,37.869565217391305
Cond_SB/StudySeq337,54.95238095238095
Cond_SB/StudySeq338,38.38095238095238
Cond_SB/StudySeq339,32.44827586206897
Cond_SB/StudySeq340,38.32
Cond_SB/StudySeq341,46.96
Cond_SB/StudySeq342,42.57692307692308
Cond_SB/StudySeq343,41.57692307692308
Cond_SB/StudySeq344,36.851851851851855
Cond_SB/StudySeq345,43.75
Cond_SB/StudySeq346,42.392857142857146
Cond_SB/StudySeq347,30.0
Cond_SB/StudySeq348,42.88
Cond_SB/StudySeq349,46.36666666666667
Cond_SB/StudySeq350,41.142857142857146
Cond_SB/StudySeq351,41.36
Cond_SB/StudySeq352,51.958333333333336
Cond_SB/StudySeq353,49.875
Cond_SB/StudySeq354,27.791666666666668
Cond_SB/StudySeq355,33.0
Cond_SB/StudySeq356,46.375
Cond_SB/StudySeq357,40.16
Cond_SB/StudySeq358,37.46153846153846
Cond_SB/StudySeq359,27.681818181818183
Cond_SB/StudySeq360,34.09090909090909
Cond_SB/StudySeq361,52.869565217391305
Cond_SB/StudySeq362,45.77777777777778
Cond_SB/StudySeq363,36.0
Cond_SB/StudySeq364,61.5
Cond_SB/StudySeq365,38.793103448275865
Cond_SB/StudySeq366,35.083333333333336
Cond_SB/StudySeq367,52.88
Cond_SB/StudySeq368,56.785714285714285
Cond_SB/StudySeq369,54.53846153846154
Cond_SB/StudySeq370,44.23076923076923
Cond_SB/StudySeq371,51.5925925925926
Cond_SB/StudySeq372,39.19230769230769
Cond_SB/StudySeq373,47.82608695652174
Cond_SB/StudySeq374,52.30769230769231
Cond_SB/StudySeq375,52.73076923076923
Cond_SB/StudySeq376,37.869565217391305
Cond_SB/StudySeq377,54.95238095238095
Cond_SB/StudySeq378,38.38095238095238
Cond_SB/StudySeq379,32.44827586206897
Cond_SB/StudySeq380,38.32
Cond_SB/StudySeq381,46.96
Cond_SB/StudySeq382,42.57692307692308
Cond_SB/StudySeq383,41.57692307692308
Cond_SB/StudySeq384,36.851851851851855
Cond_SB/StudySeq385,43.75
Cond_SB/StudySeq386,42.392857142857146
Cond_SB/StudySeq387,30.0
Cond_SB/StudySeq388,42.88
Cond_SB/StudySeq389,46.36666666666667
Cond_SB/StudySeq390,41.142857142857146
Cond_SB/StudySeq391,41.36
Cond_SB/StudySeq392,51.958333333333336
Cond_SB/StudySeq393,49.875
Cond_SB/StudySeq394,27.791666666666668
Cond_SB/StudySeq395,33.0
Cond_SB/StudySeq396,46.375
Cond_SB/StudySeq397,40.16
Cond_SB/StudySeq398,37.46153846153846
Cond_SB/StudySeq399,27.681818181818183
Cond_SB/StudySeq400,34.09090909090909
Cond_SB/StudySeq401,52.869565217391305
Cond_SB/StudySeq402,45.77777777777778
Cond_SB/StudySeq403,36.0
Cond_SB/StudySeq404,61.5
Cond_SB/StudySeq405,38.793103448275865
Cond_SB/StudySeq406,35.083333333333336
Cond_SB/StudySeq407,52.88
Cond_SB/StudySeq408,56.785714285714285
Cond_SB/StudySeq409,54.53846153846154
Cond_SB/StudySeq410,44.23076923076923
Cond_SB/StudySeq411,51.5925925925926
Cond_SB/StudySeq412,39.19230769230769
Cond_SB/StudySeq413,47.82608695652174
Cond_SB/StudySeq414,52.30769230769231
Cond_SB/StudySeq415,52.73076923076923
Cond_SB/StudySeq416,37.869565217391305
Cond_SB/StudySeq417,54.95238095238095
Cond_SB/StudySeq418,38.38095238095238
Cond_SB/StudySeq419,32.44827586206897
Cond_SB/StudySeq420,38.32
Cond_SB/StudySeq421,46.96
Cond_SB/StudySeq422,42.57692307692308
Cond_SB/StudySeq423,41.57692307692308
Cond_SB/StudySeq424,36.851851851851855
Cond_SB/StudySeq425,43.75
